user_name,user_location,user_description,user_verified,date,text,hashtags,source
Toby Price “I’m the guy fired for reading a book.”,Kids Need Silly Books,I am the writer & illustrator of #TheAlmostTrueAdventuresofTytustheMonkey purchase my new book here https://t.co/OJODyMM6iE,False,2022-06-13 22:01:18+00:00,Early @TytusTheMonkey sketch and a few @marvel faves plus #hellboy addy’s favorite #sketches https://t.co/fU3uS2Ri5j,"['hellboy', 'sketches']",Twitter for iPhone
Ed Moore,Southern WV,"Dance Fevre, BOOM! Addiction, Lords of Order, The Mighty Thorcast, Newsprint Commando, Ronin Rabbit and the Superman Super Show",False,2022-06-13 21:43:51+00:00,"RT @WeirdScienceDC: New Show! - Hellboy Reading Club: Seed of Destruction #1 (1994)
https://t.co/R9NUqmcr4E

🔥🆓This Episode is FREE for eve…",,TweetDeck
Weird Science DC Comics #GoReadComics,Dinosaur Island,"DC Comics Podcast and Review Site Also, @wsmarvelcomics & @weirdmanga for Marvel and Manga Podcasts - Blink (Rosé is my bias)",False,2022-06-13 21:43:18+00:00,"New Show! - Hellboy Reading Club: Seed of Destruction #1 (1994)
https://t.co/R9NUqmcr4E

🔥🆓This Episode is FREE for everyone to listen to right now @ https://t.co/1Bi4u4E0pM

@artofmmignola #hellboy #comics #comicbooks #comicbookpodcast #comicspodcast #hellboypodcast https://t.co/txw2UBO6dC",,Twitter Web App
The Manic Pixie Weirdo Podcast,"Somewhere,USA",Relationships lets talk about them. ALL of them! From Math to Marvel we talk about it all!! Email at ManicPixieWeirdo@protonmail.com,False,2022-06-13 21:06:33+00:00,"RT @darkseidscouch: In #DarkseidsCouch cannon, Seal is #Batman.  #SavageDragon #Hellboy #ImageComics #comicbooks #Podcast #Chicago https://…","['DarkseidsCouch', 'Batman', 'SavageDragon', 'Hellboy', 'ImageComics', 'comicbooks', 'Podcast', 'Chicago']",Twitter for iPhone
Darkseid's Couch,"Chicago, IL",Darkseid's Couch is a #comic book #podcast that's sometimes about #comicbooks,False,2022-06-13 21:04:00+00:00,"In #DarkseidsCouch cannon, Seal is #Batman.  #SavageDragon #Hellboy #ImageComics #comicbooks #Podcast #Chicago https://t.co/cnarFnKiVp","['DarkseidsCouch', 'Batman', 'SavageDragon', 'Hellboy', 'ImageComics', 'comicbooks', 'Podcast', 'Chicago']",Twitter Web App
Darkseid's Couch,"Chicago, IL",Darkseid's Couch is a #comic book #podcast that's sometimes about #comicbooks,False,2022-06-13 19:52:23+00:00,"Every time a new episode drops, i have answer for the terrible things i say.  #DarkseidsCouch #SavageDragon #Hellboy #ImageComics #comicbooks #Podcast #Chicago https://t.co/ufaare3cyK","['DarkseidsCouch', 'SavageDragon']",Twitter Web App
Weird Science DC Comics #GoReadComics,Dinosaur Island,"DC Comics Podcast and Review Site Also, @wsmarvelcomics & @weirdmanga for Marvel and Manga Podcasts - Blink (Rosé is my bias)",False,2022-06-13 18:43:40+00:00,"About to record the first episode of our new Hellboy Reading Club Podcast with Simon from the GFC!  

I might. be one of the few people who has never read any Hellboy and am so excited to jump in!

@DarkHorseComics @artofmmignola #hellboy #bprd #hellboycomics #hellboypodcast https://t.co/mMdvUbiAnT",,Twitter for iPad
Rodrigo 😈 Oliveira 🌋,In Jaill,"Eu penso logo existo - Eu gosto logo retweeto. 
#Art #Anime #Beach #Book
#Cartoon #Comics #Cosplay
To support my work this is Paypal:
uzielprosurfista@gmail.com",False,2022-06-13 18:38:46+00:00,RT @digaoapboauniao: #HellBoy by #Nordheimer on #DeviantArt https://t.co/st2x0vcUiF,"['HellBoy', 'Nordheimer', 'DeviantArt']",Twitter for Android
Darkseid's Couch,"Chicago, IL",Darkseid's Couch is a #comic book #podcast that's sometimes about #comicbooks,False,2022-06-13 17:01:07+00:00,https://t.co/9QUMXGkhCS New Savage episode of #DarkseidsCouch is up #SavageDragon #Hellboy #ImageComics #comicbooks #Podcast #Chicago,"['DarkseidsCouch', 'SavageDragon', 'Hellboy', 'ImageComics', 'comicbooks', 'Podcast', 'Chicago']",Twitter Web App
KCP Giorgio Armani,Kansas City,Latino + Sports + Nerd + Gamer + Equality = 🙋🏻‍♂️. Kansas State Alumni. 🇸🇻🏳️‍🌈 Sic Parvis Magna. Support the @PioneersGG .,False,2022-06-13 15:31:37+00:00,To this day I still want #Hellboy 3 to be made with Ron Perlman back. https://t.co/74d6oNC7Nt,['Hellboy'],Twitter for iPhone
Dan Solomon,"Philadelphia, PA",former social media coordinator at @morrisanimal | looking for work | social media | pets | nature | science | geekery | board games | birding,False,2022-06-13 15:25:22+00:00,This is an utterly pointless tweet but fwiw I keep reading “Bill Stepien” as “Bill Sapien” - presumably somehow connected to Abe Sapien… #Hellboy,,Twitter for iPhone
Mo Mansour,,Thoughts / jokes and silly stuff written by His Highness Mo Mansour are shared at this space,False,2022-06-13 15:03:00+00:00,Grow .. heal .. wtf is that ? Heal from what ! Grow into what ?Grow a pair of horns maybe .. snap them off like #hellboy  and then the healing starts,,Twitter Web App
Rob Williams,UK,"Writer of stuff. Representation: Matthew Dench, @DenchArnold / Management: Sarah Arnott, @zerogravitymgmt",True,2022-06-13 14:54:07+00:00,"RT @hellboybookclub: This Pterodactyl did not think their day would go this way! Campbell &amp; Williams discuss “The Sword of Hyperborea,” on…",,TweetDeck
Cinema Sickness,Pennsylvania,Daily Thrifting Video & Store,False,2022-06-13 14:49:51+00:00,"$5 - “Ghost Rider / Hellboy” (BD)

#GhostRider #GhostRiderMovie #GhostRider2007 #Hellboy #HellboyMovie #Hellboy2004 #Marvel #MarvelMovie #MarvelMovies #MCU #Retro https://t.co/6RLEIlRwDr","['GhostRider', 'GhostRiderMovie', 'GhostRider2007', 'Hellboy', 'HellboyMovie', 'Hellboy2004']",Instagram
Azizrb,,,False,2022-06-13 14:43:55+00:00,RT @TJStorm01: Hanging with some of the most talented actors /performers in the business at this year's Monsterpalooza. Mr. Troy James(Baba…,,Twitter Web App
zolino krits,,,False,2022-06-13 14:17:33+00:00,RT @TJStorm01: Hanging with some of the most talented actors /performers in the business at this year's Monsterpalooza. Mr. Troy James(Baba…,,Twitter Web App
Waterfallsking,"Czechowice-Dziedzice, Polska",invest to NFT crypto #crypto #ETH NFT,False,2022-06-13 14:11:35+00:00,RT @TJStorm01: Hanging with some of the most talented actors /performers in the business at this year's Monsterpalooza. Mr. Troy James(Baba…,,Twitter Web App
AlexSoares,,,False,2022-06-13 14:11:03+00:00,RT @TJStorm01: Hanging with some of the most talented actors /performers in the business at this year's Monsterpalooza. Mr. Troy James(Baba…,,Twitter Web App
Dev Mistry,Surat,,False,2022-06-13 13:11:28+00:00,RT @screenrant: Check out an exclusive look at five upcoming @DarkHorseComics collections of the works of @artofmmignola (Mike Mignola) fea…,,Twitter for Android
MagicArtDraws,,"M.S. or Call me ""Magic"" | 24yrs | He/Him| Cartoon Styled Illustrator Artist |⭐",False,2022-06-13 11:54:55+00:00,Hellboy Fan Arts. Hellboy is one of my all time favorite characters! #hellboy #comics #darkhorsecomics #fanart #abesapien #lizsherman #bprd #cartoonist #bara #demon #digitalart #hellboycomics #MagicArtDraws https://t.co/YNjHQjo9vB,"['hellboy', 'comics', 'darkhorsecomics', 'fanart']",Twitter Web App
Cinafilm,"Birmingham, England",Read movie reviews from critics and film fans. Cinafilm helps you decide which movie to watch next.,False,2022-06-13 11:01:10+00:00,"Hellboy (2019) - Read 169 Movie Reviews 
Link: https://t.co/mwY9qGQe4T 
#Hellboy #MovieReviews","['Hellboy', 'MovieReviews']",Cinafilm
R.K.,"Ghaziabad, India","Tweets might hurt you.
For reviews and Info on Comics and sketches visit https://t.co/3tCQeioHNF
or follow @comichaveli",False,2022-06-13 02:22:18+00:00,RT @TheRatHoleDOTca: Enter the mind of @artofmmignola as seen in #Hellboy: The Board Game by @manticgames  Today our Paint Slinger starts w…,['Hellboy'],comichaveli
TheRatHole.ca ✈️🏠,"Alberta, Canada",We are a tabletop gaming review website. Check us out: https://t.co/FSQ4TzuPYw for all our social media,False,2022-06-13 02:18:38+00:00,"Enter the mind of @artofmmignola as seen in #Hellboy: The Board Game by @manticgames  Today our Paint Slinger starts work on the terrifying Nimue the Blood Queen.
🎵: @Punch_Drunk_Cab, used with permission.   
#miniaturepainting #miniatures #comic #comics
https://t.co/PpAPozq0Mx",['Hellboy'],Twitter for iPhone
Fgng Eddy,"Kansas City, MO",fgngxtgds YouTube-Fgng Eddy Insta-fgng.eddy snap Ededndeddy43 f4f links in bio features hmu @fgngeddy@icloud.com,False,2022-06-13 01:34:47+00:00,Come two fly niggas rock the stage #stageperformance #tn #sunday #12th #40s #eddy #hellboy #kylmax # https://t.co/lc1DdJJYKE,"['stageperformance', 'tn', 'sunday', '12th', '40s', 'eddy', 'hellboy', 'kylmax']",Twitter for iPhone
🎃Hayden🎃Orr🎃,,"27 He/Him, Comic books, horror movies, art, etc.",False,2022-06-12 23:12:46+00:00,"RT @hellboybookclub: This Pterodactyl did not think their day would go this way! Campbell &amp; Williams discuss “The Sword of Hyperborea,” on…",,Twitter for iPhone
Ojciec Rene,Poland,Comic artist,False,2022-06-12 23:01:37+00:00,RT @screenrant: Check out an exclusive look at five upcoming @DarkHorseComics collections of the works of @artofmmignola (Mike Mignola) fea…,,Twitter Web App
#TRASHART BOT 🗑️🔥,M🌕🌕N 🚀,"I RETWEET ALLLLL OF THE #TRASHART!
{created by @_theperfesser }

Disclaimer: I will need fine tuning so no whining allowed XD",False,2022-06-12 22:29:03+00:00,"RT @diegotft21: Making fake M-AI -Gnolas  is my tribute to the real Mike Mignola ! 

Don’t blame me ! #fanart #trashart 

“Once ive heard ,…","['fanart', 'trashart']",TRASHART bot
Diegotft,,"#tattooer, #trashart , #visualexperimentations, #fanart #cryptoart https://t.co/sfOrNdCSdN",False,2022-06-12 22:28:52+00:00,"Making fake M-AI -Gnolas  is my tribute to the real Mike Mignola ! 

Don’t blame me ! #fanart #trashart 

“Once ive heard , don’t consider yourself a comic artist if u haven’t drew any #HELLBOY","['fanart', 'trashart']",Twitter for iPhone
T,,Avatar is a sketch from artist Stan Sakai,False,2022-06-12 22:27:54+00:00,"RT @hellboybookclub: This Pterodactyl did not think their day would go this way! Campbell &amp; Williams discuss “The Sword of Hyperborea,” on…",,Twitter for iPhone
Hellboy Book Club Podcast,,A podcast about reading Hellboy comics and talking to our friends! Find us on your favorite podcast service!,False,2022-06-12 22:19:11+00:00,"This Pterodactyl did not think their day would go this way! Campbell &amp; Williams discuss “The Sword of Hyperborea,” on our latest podcast! LINK IN BIO! #hellboybookclub #podcast #hellboy #mikemignola #laurencecampbell #robwilliams #quintonwinter #darkhorsecomics https://t.co/bACMm750M2",,Twitter for iPhone
Nathaniel DeVon Sanford,"Dayton, OH","Science,news,sports,fashion,nerd,comic book,Geek,music,martial arts,health,Asthmatic,wise,fun,kind,FoxKids Alumni,Eco-Warrior®,journalist,investigator.",False,2022-06-12 20:40:07+00:00,"RT @WeirdScienceDC: Some new Podcasts coming soon to our Patreon

Got to https://t.co/1Bi4u4E0pM to listen to a plethora (x4) of podcasts &amp;…",,Twitter for Android
Louis's Art🦖 #Spyro4 ❤🧡💛💚💙💜,"Liguria, Italia","Call me Louis | Italian artist 🇮🇹 | 25 | Art student| Kinda illustrator| Love for Character design ,3D sculpting and animation |",False,2022-06-12 20:39:42+00:00,"RT @frederikhornung: Old art, new flavor.

Hellboy illustration with logo this time.

#hellboy #comicartist https://t.co/2O1GLZPjYb","['hellboy', 'comicartist']",Twitter for Android
CryptoNFTart.club,Florida,"Support Wildlife Conservation
#NFT · #Blockchain · #Cryptocurrency · #Crypto
#BTC #ADA #DOT #XTZ #ALGO #AVAX #Solana",False,2022-06-12 20:20:32+00:00,"RT @DMGWriting_NFL: #NewProfilePic Time to Flex my second custom from @ANIMALGOS DO NOT sleep on this project! Community is amazing, floor…",['NewProfilePic'],Twitter Web App
Deportation Is Murder 🇺🇦,"Portland, Oregon",Writing/Coloring/Publishing comic about Crocodile and her working in a space warehouse woes. He/Him,False,2022-06-12 20:06:04+00:00,"RT @LeeDrawsStuff: Hellboy
Dark Horse Comics
https://t.co/Cm5E4ggLBr
#bprd #dailycharacter #hellboy https://t.co/JXWxMsPulp","['bprd', 'dailycharacter', 'hellboy']",Twitter Web App
Gunda 🕊️,,"Verteilt immer noch Licht und Liebe, hört zu und gibt gern moralische Unterstützung..
🌞❤️🌞 Seit 4/22 geboosterboostert 👍🏻 😀 #notjustsad",False,2022-06-12 20:01:28+00:00,"RT @LeeDrawsStuff: Hellboy
Dark Horse Comics
https://t.co/Cm5E4ggLBr
#bprd #dailycharacter #hellboy https://t.co/JXWxMsPulp","['bprd', 'dailycharacter', 'hellboy']",Twitter for Android
Lee Draws Stuff,"Hobart, Tasmania, Australia ","scribbles by @leesargent
Star Trek, Wars, Gate and everything in-between. 
https://t.co/DE1TLGK934",False,2022-06-12 20:01:00+00:00,"Hellboy
Dark Horse Comics
https://t.co/Cm5E4ggLBr
#bprd #dailycharacter #hellboy https://t.co/JXWxMsPulp","['bprd', 'dailycharacter', 'hellboy']",Twitter Web App
Weird Science DC Comics #GoReadComics,Dinosaur Island,"DC Comics Podcast and Review Site Also, @wsmarvelcomics & @weirdmanga for Marvel and Manga Podcasts - Blink (Rosé is my bias)",False,2022-06-12 19:29:53+00:00,"Some new Podcasts coming soon to our Patreon

Got to https://t.co/1Bi4u4E0pM to listen to a plethora (x4) of podcasts &amp; remember to #GoReadComics

#spawn #hellboy #xmen #preacher #milestonecomics #gothamcentral #comics #comicbookpodcast #comicspodcast https://t.co/6RGJDPELTD",,Twitter for iPad
Andrew McAvoy,Belfast,"• pop, comics, football • ⬛️⬜️⬛️⬜️⬛️⬜️",False,2022-06-12 19:27:13+00:00,"RT @WeirdScienceDC: Some of this week’s Patreon-Only Podcasts

Go to https://t.co/1Bi4u4E0pM to listen to all these and more &amp; remember to…",,Twitter for iPhone
Weird Science DC Comics #GoReadComics,Dinosaur Island,"DC Comics Podcast and Review Site Also, @wsmarvelcomics & @weirdmanga for Marvel and Manga Podcasts - Blink (Rosé is my bias)",False,2022-06-12 19:26:35+00:00,"Some of this week’s Patreon-Only Podcasts

Go to https://t.co/1Bi4u4E0pM to listen to all these and more &amp; remember to #GoReadComics

#comics #comicbooks #comicbookpodcasts #tmnt #jonahhex #walkingdead #hellboy #dccomicslegends #descender #xmen #milestonecomics #youngjustice https://t.co/mqHu6H2Uoj",,Twitter for iPad
Ahl {Pixel Pa🤑🤑ion},21 years of chaos,"Geek, Retrogameur , Dépressif et Métalleux !!!
Je ne suis pas Alain Huygues Lacour, juste un fidèle lecteur depuis Tilt.",False,2022-06-12 19:20:52+00:00,RT @digaoapboauniao: #HellBoy by #Nordheimer on #DeviantArt https://t.co/st2x0vcUiF,"['HellBoy', 'Nordheimer', 'DeviantArt']",Twitter for Android
Hellboy News,*location denied*,"A love for everything Movies, Comics, Games and Hellboy.",False,2022-06-12 19:08:22+00:00,RT @hellboybookclub: Laurence Campbell’s Hellboy sketch by Mignola (on the back of a comic script) 🔥 Campbell &amp; Williams talk Sword of Hype…,,Twitter for Android
DETO / OPEN COMMISSION'S (2/5),,"Dm me for more Details |

Eternal Student of Arts | Freelancer |
illustrator and Gamer 🇧🇷🇺🇸 | Support me on Ko-fi: https://t.co/duFgrqM19f",False,2022-06-12 17:46:05+00:00,"RT @frederikhornung: Old art, new flavor.

Hellboy illustration with logo this time.

#hellboy #comicartist https://t.co/2O1GLZPjYb","['hellboy', 'comicartist']",Twitter for Android
The Blockchain Network,Earth 🌎 ,"#Blockchain, #NFTs, #RealEstate, #Crypto, #Art #Cryptocurrency
#BTC #LTC #ETH #ADA #DOT #XRP #XTZ #AVAX #ALGO
-",False,2022-06-12 17:44:09+00:00,"RT @DMGWriting_NFL: #NewProfilePic Time to Flex my second custom from @ANIMALGOS DO NOT sleep on this project! Community is amazing, floor…",['NewProfilePic'],Twitter Web App
FRΞDΞRIK✏️ - COMMISSIONS OPEN,Castle Dracula,Here there be art! ✍️ Freelance Illustrator/Cartoonist/Comic Artist✍️WORK ENQUIRIES: frederikhornungartist@gmail.com Anti-NFT❗️no reposts,False,2022-06-12 17:28:45+00:00,"Old art, new flavor.

Hellboy illustration with logo this time.

#hellboy #comicartist https://t.co/2O1GLZPjYb","['hellboy', 'comicartist']",Twitter for iPhone
John Roberts🇬🇧💙🇺🇦,United Kingdom,Godzilla/Gamera fan/like The Studio Ghibli films + old B/W horror films + B movies/other films/Marvel  comics/G1 Transformers/& Manchester United fan at heart,False,2022-06-12 16:53:56+00:00,RT @digaoapboauniao: #HellBoy by #Nordheimer on #DeviantArt https://t.co/st2x0vcUiF,"['HellBoy', 'Nordheimer', 'DeviantArt']",Twitter for Android
